"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Scotland School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-6666"
"Scotland School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Scotland School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Scotland School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Scotland School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Scotland School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Scotland School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Seymour School District","900967610","2009-2010","Students with Disabilities","Suspensions","Percent","10.2"
"Seymour School District","900967610","2010-2011","Students with Disabilities","Suspensions","Percent","10.8"
"Seymour School District","900967610","2011-2012","Students with Disabilities","Suspensions","Percent","11.8"
"Seymour School District","900967610","2012-2013","Students with Disabilities","Suspensions","Percent","14.1"
"Seymour School District","900967610","2013-2014","Students with Disabilities","Suspensions","Percent","12.9"
"Seymour School District","900967610","2014-2015","Students with Disabilities","Suspensions","Percent","15.2"
"Seymour School District","900967610","2015-2016","Students with Disabilities","Suspensions","Percent","12.9"
"Seymour School District","900967610","2016-2017","Students with Disabilities","Suspensions","Percent","9.6"
"Seymour School District","900967610","2017-2018","Students with Disabilities","Suspensions","Percent","13.2"
"Sharon School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Sharon School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-6666"
"Sharon School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Sharon School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Sharon School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Sharon School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Sharon School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-6666"
"Sharon School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Sharon School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Shelton School District","900168170","2009-2010","Students with Disabilities","Suspensions","Percent","5.2"
"Shelton School District","900168170","2010-2011","Students with Disabilities","Suspensions","Percent","9.0"
"Shelton School District","900168170","2011-2012","Students with Disabilities","Suspensions","Percent","10.4"
"Shelton School District","900168170","2012-2013","Students with Disabilities","Suspensions","Percent","9.8"
"Shelton School District","900168170","2013-2014","Students with Disabilities","Suspensions","Percent","9.6"
"Shelton School District","900168170","2014-2015","Students with Disabilities","Suspensions","Percent","7.4"
"Shelton School District","900168170","2015-2016","Students with Disabilities","Suspensions","Percent","9.0"
"Shelton School District","900168170","2016-2017","Students with Disabilities","Suspensions","Percent","9.4"
"Shelton School District","900168170","2017-2018","Students with Disabilities","Suspensions","Percent","10.5"
"Sherman School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Sherman School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Sherman School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Sherman School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Sherman School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-6666"
"Sherman School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Sherman School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Sherman School District","","2016-2017","Students with Disabilities","Suspensions","Percent","18.2"
"Sherman School District","","2017-2018","Students with Disabilities","Suspensions","Percent","13.3"
"Side By Side Charter School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-6666"
"Side By Side Charter School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-6666"
"Side By Side Charter School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2009-2010","Students with Disabilities","Suspensions","Percent","5.1"
"Simsbury School District","900368940","2010-2011","Students with Disabilities","Suspensions","Percent","7.5"
"Simsbury School District","900368940","2011-2012","Students with Disabilities","Suspensions","Percent","5.7"
"Simsbury School District","900368940","2012-2013","Students with Disabilities","Suspensions","Percent","4.8"
"Simsbury School District","900368940","2013-2014","Students with Disabilities","Suspensions","Percent","4.1"
"Simsbury School District","900368940","2014-2015","Students with Disabilities","Suspensions","Percent","4.7"
"Simsbury School District","900368940","2015-2016","Students with Disabilities","Suspensions","Percent","3.9"
"Simsbury School District","900368940","2016-2017","Students with Disabilities","Suspensions","Percent","4.9"
"Simsbury School District","900368940","2017-2018","Students with Disabilities","Suspensions","Percent","3.8"
"Somers School District","901369220","2009-2010","Students with Disabilities","Suspensions","Percent","5.5"
"Somers School District","901369220","2010-2011","Students with Disabilities","Suspensions","Percent","7.7"
"Somers School District","901369220","2011-2012","Students with Disabilities","Suspensions","Percent","10.7"
"Somers School District","901369220","2012-2013","Students with Disabilities","Suspensions","Percent","7.5"
"Somers School District","901369220","2013-2014","Students with Disabilities","Suspensions","Percent","6.3"
"Somers School District","901369220","2014-2015","Students with Disabilities","Suspensions","Percent","8.5"
"Somers School District","901369220","2015-2016","Students with Disabilities","Suspensions","Percent","7.5"
"Somers School District","901369220","2016-2017","Students with Disabilities","Suspensions","Percent","9.4"
"Somers School District","901369220","2017-2018","Students with Disabilities","Suspensions","Percent","9.8"
"South Windsor School District","900371390","2009-2010","Students with Disabilities","Suspensions","Percent","6.4"
"South Windsor School District","900371390","2010-2011","Students with Disabilities","Suspensions","Percent","10.6"
"South Windsor School District","900371390","2011-2012","Students with Disabilities","Suspensions","Percent","7.6"
"South Windsor School District","900371390","2012-2013","Students with Disabilities","Suspensions","Percent","7.7"
"South Windsor School District","900371390","2013-2014","Students with Disabilities","Suspensions","Percent","8.0"
"South Windsor School District","900371390","2014-2015","Students with Disabilities","Suspensions","Percent","5.9"
"South Windsor School District","900371390","2015-2016","Students with Disabilities","Suspensions","Percent","7.4"
"South Windsor School District","900371390","2016-2017","Students with Disabilities","Suspensions","Percent","9.6"
"South Windsor School District","900371390","2017-2018","Students with Disabilities","Suspensions","Percent","7.7"
"Southington School District","900370550","2009-2010","Students with Disabilities","Suspensions","Percent","9.2"
"Southington School District","900370550","2010-2011","Students with Disabilities","Suspensions","Percent","8.5"
"Southington School District","900370550","2011-2012","Students with Disabilities","Suspensions","Percent","7.9"
"Southington School District","900370550","2012-2013","Students with Disabilities","Suspensions","Percent","7.7"
"Southington School District","900370550","2013-2014","Students with Disabilities","Suspensions","Percent","7.6"
"Southington School District","900370550","2014-2015","Students with Disabilities","Suspensions","Percent","8.5"
"Southington School District","900370550","2015-2016","Students with Disabilities","Suspensions","Percent","6.1"
"Southington School District","900370550","2016-2017","Students with Disabilities","Suspensions","Percent","2.2"
"Southington School District","900370550","2017-2018","Students with Disabilities","Suspensions","Percent","9.2"
"Sprague School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Sprague School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Sprague School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Sprague School District","","2012-2013","Students with Disabilities","Suspensions","Percent","15.8"
"Sprague School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Sprague School District","","2014-2015","Students with Disabilities","Suspensions","Percent","14.8"
"Sprague School District","","2015-2016","Students with Disabilities","Suspensions","Percent","18.5"
"Sprague School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Sprague School District","","2017-2018","Students with Disabilities","Suspensions","Percent","14.7"
"Stafford School District","901372090","2009-2010","Students with Disabilities","Suspensions","Percent","17.1"
"Stafford School District","901372090","2010-2011","Students with Disabilities","Suspensions","Percent","17.3"
"Stafford School District","901372090","2011-2012","Students with Disabilities","Suspensions","Percent","16.8"
"Stafford School District","901372090","2012-2013","Students with Disabilities","Suspensions","Percent","13.6"
"Stafford School District","901372090","2013-2014","Students with Disabilities","Suspensions","Percent","10.8"
"Stafford School District","901372090","2014-2015","Students with Disabilities","Suspensions","Percent","13.1"
"Stafford School District","901372090","2015-2016","Students with Disabilities","Suspensions","Percent","9.3"
"Stafford School District","901372090","2016-2017","Students with Disabilities","Suspensions","Percent","10.9"
"Stafford School District","901372090","2017-2018","Students with Disabilities","Suspensions","Percent","10.7"
"Stamford Academy District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Stamford Academy District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Academy District","","2011-2012","Students with Disabilities","Suspensions","Percent","-6666"
"Stamford Academy District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Academy District","","2013-2014","Students with Disabilities","Suspensions","Percent","33.3"
"Stamford Academy District","","2014-2015","Students with Disabilities","Suspensions","Percent","38.5"
"Stamford Academy District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Academy District","","2016-2017","Students with Disabilities","Suspensions","Percent","18.2"
"Stamford Academy District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Stamford School District","900173070","2009-2010","Students with Disabilities","Suspensions","Percent","6.3"
"Stamford School District","900173070","2010-2011","Students with Disabilities","Suspensions","Percent","6.1"
"Stamford School District","900173070","2011-2012","Students with Disabilities","Suspensions","Percent","7.1"
"Stamford School District","900173070","2012-2013","Students with Disabilities","Suspensions","Percent","5.6"
"Stamford School District","900173070","2013-2014","Students with Disabilities","Suspensions","Percent","6.7"
"Stamford School District","900173070","2014-2015","Students with Disabilities","Suspensions","Percent","5.6"
"Stamford School District","900173070","2015-2016","Students with Disabilities","Suspensions","Percent","7.8"
"Stamford School District","900173070","2016-2017","Students with Disabilities","Suspensions","Percent","7.5"
"Stamford School District","900173070","2017-2018","Students with Disabilities","Suspensions","Percent","7.5"
"Sterling School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Sterling School District","","2010-2011","Students with Disabilities","Suspensions","Percent","11.7"
"Sterling School District","","2011-2012","Students with Disabilities","Suspensions","Percent","12.2"
"Sterling School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Sterling School District","","2013-2014","Students with Disabilities","Suspensions","Percent","9.9"
"Sterling School District","","2014-2015","Students with Disabilities","Suspensions","Percent","10.4"
"Sterling School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Sterling School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Sterling School District","","2017-2018","Students with Disabilities","Suspensions","Percent","12.9"
"Stonington School District","901173770","2009-2010","Students with Disabilities","Suspensions","Percent","10.0"
"Stonington School District","901173770","2010-2011","Students with Disabilities","Suspensions","Percent","11.1"
"Stonington School District","901173770","2011-2012","Students with Disabilities","Suspensions","Percent","12.7"
"Stonington School District","901173770","2012-2013","Students with Disabilities","Suspensions","Percent","12.4"
"Stonington School District","901173770","2013-2014","Students with Disabilities","Suspensions","Percent","8.5"
"Stonington School District","901173770","2014-2015","Students with Disabilities","Suspensions","Percent","9.4"
"Stonington School District","901173770","2015-2016","Students with Disabilities","Suspensions","Percent","10.2"
"Stonington School District","901173770","2016-2017","Students with Disabilities","Suspensions","Percent","11.5"
"Stonington School District","901173770","2017-2018","Students with Disabilities","Suspensions","Percent","9.7"
"Stratford School District","900174190","2009-2010","Students with Disabilities","Suspensions","Percent","13.6"
"Stratford School District","900174190","2010-2011","Students with Disabilities","Suspensions","Percent","15.2"
"Stratford School District","900174190","2011-2012","Students with Disabilities","Suspensions","Percent","15.0"
"Stratford School District","900174190","2012-2013","Students with Disabilities","Suspensions","Percent","14.7"
"Stratford School District","900174190","2013-2014","Students with Disabilities","Suspensions","Percent","11.4"
"Stratford School District","900174190","2014-2015","Students with Disabilities","Suspensions","Percent","12.6"
"Stratford School District","900174190","2015-2016","Students with Disabilities","Suspensions","Percent","12.4"
"Stratford School District","900174190","2016-2017","Students with Disabilities","Suspensions","Percent","11.7"
"Stratford School District","900174190","2017-2018","Students with Disabilities","Suspensions","Percent","11.6"
"Suffield School District","900374540","2009-2010","Students with Disabilities","Suspensions","Percent","8.2"
"Suffield School District","900374540","2010-2011","Students with Disabilities","Suspensions","Percent","6.7"
"Suffield School District","900374540","2011-2012","Students with Disabilities","Suspensions","Percent","8.1"
"Suffield School District","900374540","2012-2013","Students with Disabilities","Suspensions","Percent","4.1"
"Suffield School District","900374540","2013-2014","Students with Disabilities","Suspensions","Percent","5.9"
"Suffield School District","900374540","2014-2015","Students with Disabilities","Suspensions","Percent","4.7"
"Suffield School District","900374540","2015-2016","Students with Disabilities","Suspensions","Percent","10.8"
"Suffield School District","900374540","2016-2017","Students with Disabilities","Suspensions","Percent","9.8"
"Suffield School District","900374540","2017-2018","Students with Disabilities","Suspensions","Percent","11.3"
"The Bridge Academy District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"The Bridge Academy District","","2010-2011","Students with Disabilities","Suspensions","Percent","35.1"
"The Bridge Academy District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"The Bridge Academy District","","2012-2013","Students with Disabilities","Suspensions","Percent","22.7"
"The Bridge Academy District","","2013-2014","Students with Disabilities","Suspensions","Percent","22.0"
"The Bridge Academy District","","2014-2015","Students with Disabilities","Suspensions","Percent","30.2"
"The Bridge Academy District","","2015-2016","Students with Disabilities","Suspensions","Percent","26.7"
"The Bridge Academy District","","2016-2017","Students with Disabilities","Suspensions","Percent","31.9"
"The Bridge Academy District","","2017-2018","Students with Disabilities","Suspensions","Percent","17.2"
"The Gilbert School District","","2009-2010","Students with Disabilities","Suspensions","Percent","35.0"
"The Gilbert School District","","2010-2011","Students with Disabilities","Suspensions","Percent","29.6"
"The Gilbert School District","","2011-2012","Students with Disabilities","Suspensions","Percent","34.7"
"The Gilbert School District","","2012-2013","Students with Disabilities","Suspensions","Percent","34.2"
"The Gilbert School District","","2013-2014","Students with Disabilities","Suspensions","Percent","40.9"
"The Gilbert School District","","2014-2015","Students with Disabilities","Suspensions","Percent","51.0"
"The Gilbert School District","","2015-2016","Students with Disabilities","Suspensions","Percent","30.4"
"The Gilbert School District","","2016-2017","Students with Disabilities","Suspensions","Percent","26.1"
"The Gilbert School District","","2017-2018","Students with Disabilities","Suspensions","Percent","29.3"
"Thomaston School District","900575730","2009-2010","Students with Disabilities","Suspensions","Percent","16.0"
"Thomaston School District","900575730","2010-2011","Students with Disabilities","Suspensions","Percent","15.0"
"Thomaston School District","900575730","2011-2012","Students with Disabilities","Suspensions","Percent","18.1"
"Thomaston School District","900575730","2012-2013","Students with Disabilities","Suspensions","Percent","12.2"
"Thomaston School District","900575730","2013-2014","Students with Disabilities","Suspensions","Percent","12.7"
"Thomaston School District","900575730","2014-2015","Students with Disabilities","Suspensions","Percent","13.2"
"Thomaston School District","900575730","2015-2016","Students with Disabilities","Suspensions","Percent","13.8"
"Thomaston School District","900575730","2016-2017","Students with Disabilities","Suspensions","Percent","15.7"
"Thomaston School District","900575730","2017-2018","Students with Disabilities","Suspensions","Percent","18.2"
"Thompson School District","901575870","2009-2010","Students with Disabilities","Suspensions","Percent","5.8"
"Thompson School District","901575870","2010-2011","Students with Disabilities","Suspensions","Percent","12.9"
"Thompson School District","901575870","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Thompson School District","901575870","2012-2013","Students with Disabilities","Suspensions","Percent","12.7"
"Thompson School District","901575870","2013-2014","Students with Disabilities","Suspensions","Percent","12.0"
"Thompson School District","901575870","2014-2015","Students with Disabilities","Suspensions","Percent","4.8"
"Thompson School District","901575870","2015-2016","Students with Disabilities","Suspensions","Percent","10.6"
"Thompson School District","901575870","2016-2017","Students with Disabilities","Suspensions","Percent","8.7"
"Thompson School District","901575870","2017-2018","Students with Disabilities","Suspensions","Percent","11.0"
"Tolland School District","901376290","2009-2010","Students with Disabilities","Suspensions","Percent","4.5"
"Tolland School District","901376290","2010-2011","Students with Disabilities","Suspensions","Percent","7.6"
"Tolland School District","901376290","2011-2012","Students with Disabilities","Suspensions","Percent","4.5"
"Tolland School District","901376290","2012-2013","Students with Disabilities","Suspensions","Percent","5.9"
"Tolland School District","901376290","2013-2014","Students with Disabilities","Suspensions","Percent","7.3"
"Tolland School District","901376290","2014-2015","Students with Disabilities","Suspensions","Percent","5.3"
"Tolland School District","901376290","2015-2016","Students with Disabilities","Suspensions","Percent","6.4"
"Tolland School District","901376290","2016-2017","Students with Disabilities","Suspensions","Percent","6.2"
"Tolland School District","901376290","2017-2018","Students with Disabilities","Suspensions","Percent","4.4"
"Torrington School District","900576570","2009-2010","Students with Disabilities","Suspensions","Percent","9.7"
"Torrington School District","900576570","2010-2011","Students with Disabilities","Suspensions","Percent","11.9"
"Torrington School District","900576570","2011-2012","Students with Disabilities","Suspensions","Percent","16.4"
"Torrington School District","900576570","2012-2013","Students with Disabilities","Suspensions","Percent","15.4"
"Torrington School District","900576570","2013-2014","Students with Disabilities","Suspensions","Percent","16.0"
"Torrington School District","900576570","2014-2015","Students with Disabilities","Suspensions","Percent","12.1"
"Torrington School District","900576570","2015-2016","Students with Disabilities","Suspensions","Percent","12.4"
"Torrington School District","900576570","2016-2017","Students with Disabilities","Suspensions","Percent","11.7"
"Torrington School District","900576570","2017-2018","Students with Disabilities","Suspensions","Percent","14.6"
"Trailblazers Academy District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2013-2014","Students with Disabilities","Suspensions","Percent","16.2"
"Trailblazers Academy District","","2014-2015","Students with Disabilities","Suspensions","Percent","20.9"
"Trailblazers Academy District","","2015-2016","Students with Disabilities","Suspensions","Percent","45.9"
"Trailblazers Academy District","","2016-2017","Students with Disabilities","Suspensions","Percent","43.2"
"Trailblazers Academy District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2009-2010","Students with Disabilities","Suspensions","Percent","2.3"
"Trumbull School District","900177200","2010-2011","Students with Disabilities","Suspensions","Percent","3.5"
"Trumbull School District","900177200","2011-2012","Students with Disabilities","Suspensions","Percent","2.9"
"Trumbull School District","900177200","2012-2013","Students with Disabilities","Suspensions","Percent","4.3"
"Trumbull School District","900177200","2013-2014","Students with Disabilities","Suspensions","Percent","3.6"
"Trumbull School District","900177200","2014-2015","Students with Disabilities","Suspensions","Percent","4.2"
"Trumbull School District","900177200","2015-2016","Students with Disabilities","Suspensions","Percent","3.2"
"Trumbull School District","900177200","2016-2017","Students with Disabilities","Suspensions","Percent","2.7"
"Trumbull School District","900177200","2017-2018","Students with Disabilities","Suspensions","Percent","3.9"
"Unified School District #1","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2010-2011","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2011-2012","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2013-2014","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2014-2015","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2015-2016","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2016-2017","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #1","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"Unified School District #2","","2009-2010","Students with Disabilities","Suspensions","Percent","18.9"
"Unified School District #2","","2010-2011","Students with Disabilities","Suspensions","Percent","21.7"
"Unified School District #2","","2011-2012","Students with Disabilities","Suspensions","Percent","19.2"
"Unified School District #2","","2012-2013","Students with Disabilities","Suspensions","Percent","27.0"
"Unified School District #2","","2013-2014","Students with Disabilities","Suspensions","Percent","25.7"
"Unified School District #2","","2014-2015","Students with Disabilities","Suspensions","Percent","29.2"
"Unified School District #2","","2015-2016","Students with Disabilities","Suspensions","Percent","35.7"
"Unified School District #2","","2016-2017","Students with Disabilities","Suspensions","Percent","34.5"
"Unified School District #2","","2017-2018","Students with Disabilities","Suspensions","Percent","13.7"
"Union School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Union School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Vernon School District","901378250","2009-2010","Students with Disabilities","Suspensions","Percent","14.9"
"Vernon School District","901378250","2010-2011","Students with Disabilities","Suspensions","Percent","13.9"
"Vernon School District","901378250","2011-2012","Students with Disabilities","Suspensions","Percent","11.8"
"Vernon School District","901378250","2012-2013","Students with Disabilities","Suspensions","Percent","14.6"
"Vernon School District","901378250","2013-2014","Students with Disabilities","Suspensions","Percent","13.5"
"Vernon School District","901378250","2014-2015","Students with Disabilities","Suspensions","Percent","16.9"
"Vernon School District","901378250","2015-2016","Students with Disabilities","Suspensions","Percent","13.1"
"Vernon School District","901378250","2016-2017","Students with Disabilities","Suspensions","Percent","14.8"
"Vernon School District","901378250","2017-2018","Students with Disabilities","Suspensions","Percent","17.3"
"Voluntown School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Voluntown School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Voluntown School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-6666"
"Voluntown School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"Wallingford School District","900978740","2009-2010","Students with Disabilities","Suspensions","Percent","2.8"
"Wallingford School District","900978740","2010-2011","Students with Disabilities","Suspensions","Percent","10.8"
"Wallingford School District","900978740","2011-2012","Students with Disabilities","Suspensions","Percent","10.2"
"Wallingford School District","900978740","2012-2013","Students with Disabilities","Suspensions","Percent","11.0"
"Wallingford School District","900978740","2013-2014","Students with Disabilities","Suspensions","Percent","9.4"
"Wallingford School District","900978740","2014-2015","Students with Disabilities","Suspensions","Percent","10.3"
"Wallingford School District","900978740","2015-2016","Students with Disabilities","Suspensions","Percent","10.2"
"Wallingford School District","900978740","2016-2017","Students with Disabilities","Suspensions","Percent","7.0"
"Wallingford School District","900978740","2017-2018","Students with Disabilities","Suspensions","Percent","9.6"
"Waterbury School District","900980070","2009-2010","Students with Disabilities","Suspensions","Percent","26.1"
"Waterbury School District","900980070","2010-2011","Students with Disabilities","Suspensions","Percent","27.6"
"Waterbury School District","900980070","2011-2012","Students with Disabilities","Suspensions","Percent","28.7"
"Waterbury School District","900980070","2012-2013","Students with Disabilities","Suspensions","Percent","27.7"
"Waterbury School District","900980070","2013-2014","Students with Disabilities","Suspensions","Percent","29.6"
"Waterbury School District","900980070","2014-2015","Students with Disabilities","Suspensions","Percent","29.0"
"Waterbury School District","900980070","2015-2016","Students with Disabilities","Suspensions","Percent","28.8"
"Waterbury School District","900980070","2016-2017","Students with Disabilities","Suspensions","Percent","28.1"
"Waterbury School District","900980070","2017-2018","Students with Disabilities","Suspensions","Percent","26.6"
"Waterford School District","901180280","2009-2010","Students with Disabilities","Suspensions","Percent","14.5"
"Waterford School District","901180280","2010-2011","Students with Disabilities","Suspensions","Percent","12.7"
"Waterford School District","901180280","2011-2012","Students with Disabilities","Suspensions","Percent","13.7"
"Waterford School District","901180280","2012-2013","Students with Disabilities","Suspensions","Percent","12.1"
"Waterford School District","901180280","2013-2014","Students with Disabilities","Suspensions","Percent","13.3"
"Waterford School District","901180280","2014-2015","Students with Disabilities","Suspensions","Percent","14.5"
"Waterford School District","901180280","2015-2016","Students with Disabilities","Suspensions","Percent","11.5"
"Waterford School District","901180280","2016-2017","Students with Disabilities","Suspensions","Percent","11.2"
"Waterford School District","901180280","2017-2018","Students with Disabilities","Suspensions","Percent","10.9"
"Watertown School District","900580490","2009-2010","Students with Disabilities","Suspensions","Percent","14.8"
"Watertown School District","900580490","2010-2011","Students with Disabilities","Suspensions","Percent","17.1"
"Watertown School District","900580490","2011-2012","Students with Disabilities","Suspensions","Percent","15.2"
"Watertown School District","900580490","2012-2013","Students with Disabilities","Suspensions","Percent","15.9"
"Watertown School District","900580490","2013-2014","Students with Disabilities","Suspensions","Percent","17.9"
"Watertown School District","900580490","2014-2015","Students with Disabilities","Suspensions","Percent","11.5"
"Watertown School District","900580490","2015-2016","Students with Disabilities","Suspensions","Percent","12.8"
"Watertown School District","900580490","2016-2017","Students with Disabilities","Suspensions","Percent","13.9"
"Watertown School District","900580490","2017-2018","Students with Disabilities","Suspensions","Percent","12.6"
"West Hartford School District","900382590","2009-2010","Students with Disabilities","Suspensions","Percent","9.8"
"West Hartford School District","900382590","2010-2011","Students with Disabilities","Suspensions","Percent","9.7"
"West Hartford School District","900382590","2011-2012","Students with Disabilities","Suspensions","Percent","9.8"
"West Hartford School District","900382590","2012-2013","Students with Disabilities","Suspensions","Percent","6.6"
"West Hartford School District","900382590","2013-2014","Students with Disabilities","Suspensions","Percent","9.0"
"West Hartford School District","900382590","2014-2015","Students with Disabilities","Suspensions","Percent","9.0"
"West Hartford School District","900382590","2015-2016","Students with Disabilities","Suspensions","Percent","10.1"
"West Hartford School District","900382590","2016-2017","Students with Disabilities","Suspensions","Percent","9.6"
"West Hartford School District","900382590","2017-2018","Students with Disabilities","Suspensions","Percent","8.4"
"West Haven School District","900982870","2009-2010","Students with Disabilities","Suspensions","Percent","12.4"
"West Haven School District","900982870","2010-2011","Students with Disabilities","Suspensions","Percent","12.7"
"West Haven School District","900982870","2011-2012","Students with Disabilities","Suspensions","Percent","12.6"
"West Haven School District","900982870","2012-2013","Students with Disabilities","Suspensions","Percent","10.2"
"West Haven School District","900982870","2013-2014","Students with Disabilities","Suspensions","Percent","10.5"
"West Haven School District","900982870","2014-2015","Students with Disabilities","Suspensions","Percent","9.0"
"West Haven School District","900982870","2015-2016","Students with Disabilities","Suspensions","Percent","10.3"
"West Haven School District","900982870","2016-2017","Students with Disabilities","Suspensions","Percent","8.9"
"West Haven School District","900982870","2017-2018","Students with Disabilities","Suspensions","Percent","10.1"
"Westbrook School District","900781680","2009-2010","Students with Disabilities","Suspensions","Percent","6.3"
"Westbrook School District","900781680","2010-2011","Students with Disabilities","Suspensions","Percent","8.5"
